path,fname,label,w,h,img_mode,n_masks,mask_paths,md5,phash,group,conflict,split,fold
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (31).png,malignant (31).png,malignant,723,509,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (31)_mask.png,eee70abdb1fdbd991084ecf5fd3db2f6,bd95c243452f6e70,572,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (32).png,malignant (32).png,malignant,557,492,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (32)_mask.png,9782a0761e85e823d6b884b5663d4ac3,a2c0d8082f772fe7,573,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (33).png,malignant (33).png,malignant,557,496,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (33)_mask.png,8b25aee4e85ae25f6c8cf329066bea9b,b09e4c5956b4ad87,574,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (34).png,malignant (34).png,malignant,620,589,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (34)_mask.png,b69e0c66f86ee4f1b9eb3cd6074cb431,a7d30ddc3ca262b2,575,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (35).png,malignant (35).png,malignant,592,387,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (35)_mask.png,d22b6d97bea0f428f5cbb5d873e9527b,9d9ce3c3e561405b,576,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (36).png,malignant (36).png,malignant,623,494,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (36)_mask.png,fb9ea7dbe81cdcb6f9d46d0004ec2e95,a1b0f8735313278f,577,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (37).png,malignant (37).png,malignant,626,490,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (37)_mask.png,acb434bd716edfe1e2640bd740291595,bcbc9e4b59130393,578,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (38).png,malignant (38).png,malignant,1048,578,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (38)_mask.png,a7a364f1d16efede55765814d67f3929,e19a5ca5b2309f8d,579,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (39).png,malignant (39).png,malignant,564,469,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (39)_mask.png,21bd41367291ebf60a465db2a9afdf5f,a7c4d0183b2be3a7,580,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (4).png,malignant (4).png,malignant,432,473,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (4)_mask.png,68ccd6c8730fd348a0be9b4f6971ed49,9c80633fb862666f,592,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (40).png,malignant (40).png,malignant,548,461,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (40)_mask.png,6d46d45dd73a3394044a4440a06b94fa,a7f5d0482e2cb2b3,582,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (41).png,malignant (41).png,malignant,580,476,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (41)_mask.png,9e642d9ec1783d9838071578dc09fa44,ec87b231755ccc83,583,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (42).png,malignant (42).png,malignant,578,439,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (42)_mask.png,f406bc323289d62eff1f76d678e5a4e9,a7c4d0183b294df7,584,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (43).png,malignant (43).png,malignant,543,571,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (43)_mask.png,1e12dd7645cbc2f071bd7455e304e173,c2c2cf3d3ca2ca8e,585,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (44).png,malignant (44).png,malignant,765,580,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (44)_mask.png,0656e0ead7cf3c20bad93680d4797020,ade9da1a9694688d,586,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (45).png,malignant (45).png,malignant,781,592,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (45)_mask.png,299c4bb85806d76b7a156aa28b9be6ae,e9c6083999b4a7b3,587,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (46).png,malignant (46).png,malignant,785,571,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (46)_mask.png,20e949fc87ae16d826cc9c7d24e90b1d,bcea4908c8c9e3e7,588,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (47).png,malignant (47).png,malignant,562,471,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (47)_mask.png,918c371e128ff76db7c37400b3486944,b4ccc881a3b6bada,589,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (48).png,malignant (48).png,malignant,552,493,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (48)_mask.png,af035a87ff8dee2e2b9262d70fbc57fc,d5e4c81a1b9b92ec,590,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (49).png,malignant (49).png,malignant,622,491,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (49)_mask.png,177fdb53ace909dbf3df529b13f79d62,a4a6cbd9d938c2c6,591,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (5).png,malignant (5).png,malignant,431,476,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (5)_mask.png,47c8c8fe69393b20591d83e3892aacd6,9d80633fb822666f,592,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (50).png,malignant (50).png,malignant,567,469,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (50)_mask.png,cbf76557cec18cbdd7b505544f17aa58,eec084b438d3d3d3,593,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (51).png,malignant (51).png,malignant,588,437,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (51)_mask.png,f0285410348b0154919a2807b532185e,91bcfe4b66c66121,594,True,excluded,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (52).png,malignant (52).png,malignant,552,462,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (52)_mask.png,fb301d282065665fef81e80f11f7c84e,97adf0f0c8c8b0b9,595,True,excluded,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (53).png,malignant (53).png,malignant,569,471,RGB,2,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (53)_mask.png|/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (53)_mask_1.png,ee09e1343f3ab216d6322458fdfef12d,f99406c9d95989e6,596,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (54).png,malignant (54).png,malignant,777,580,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (54)_mask.png,b3aeecd398f661619692927ca6b3f70b,9bf97086c686a9b8,597,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (55).png,malignant (55).png,malignant,786,556,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (55)_mask.png,06592a83647f71bc05b04dcbe1000eb8,87ef30e0f8a1832f,598,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (56).png,malignant (56).png,malignant,690,538,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (56)_mask.png,a79e7df6593e4f8cb19df4300f8681c6,86c8c8b7b35e14b5,599,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (57).png,malignant (57).png,malignant,717,533,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (57)_mask.png,f0bf6cf12e3dcfc81ea8f1b587f1b20e,97cb483515156dec,600,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (58).png,malignant (58).png,malignant,688,558,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (58)_mask.png,0308189454d9ccfacce939d68fd33a3f,99e3ca941d9dc8d2,601,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (59).png,malignant (59).png,malignant,682,561,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (59)_mask.png,e1d790cfb22c6f2caa87afdd17363425,bfbd46063a39d04c,602,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (6).png,malignant (6).png,malignant,432,478,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (6)_mask.png,4f5c05b7bde493f2d4b04f0b8225bdae,91806e3f7963266e,603,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (60).png,malignant (60).png,malignant,681,559,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (60)_mask.png,2cee5c9f20cee79670cc2b6147b4cf91,b7f248486d05e5e9,604,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (61).png,malignant (61).png,malignant,566,462,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (61)_mask.png,119cbacef40072b6355cbc9643a5a388,b68909fce4a079d3,605,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (62).png,malignant (62).png,malignant,693,565,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (62)_mask.png,14ff9da79848d2348f433b607f8f5b1a,b1a38f1c3c1a4bf1,606,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (63).png,malignant (63).png,malignant,795,572,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (63)_mask.png,fe609a8db09b201907aa7001ad2b4bb8,e3879c48e0eb2397,607,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (64).png,malignant (64).png,malignant,772,479,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (64)_mask.png,2c42487d1f32efff3c8036a34d00b9b4,d1948442facfb3b1,608,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (65).png,malignant (65).png,malignant,922,584,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (65)_mask.png,c0b070e3c10df6cc0276a9f5b30da342,c194c66e7a19c787,609,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (66).png,malignant (66).png,malignant,655,584,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (66)_mask.png,d3979ea75900db7d3f6b789cd10d132b,d89cc7677919c486,610,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (67).png,malignant (67).png,malignant,946,604,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (67)_mask.png,756fb833bcfb3f837e1ad19ebebfb401,d181047e6e673ba5,611,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (68).png,malignant (68).png,malignant,574,464,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (68)_mask.png,c53d20b7c346c1f0efacb2bc6f2c8a63,a9c5d2d82c4bf4b4,612,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (69).png,malignant (69).png,malignant,646,461,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (69)_mask.png,a03ec7f7ee75be41e0aa2a505b766a5d,e0809918933fe7e7,613,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (7).png,malignant (7).png,malignant,432,474,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (7)_mask.png,e7d4faddaef61945b11d4bc8d4e79062,9980663bf965666a,614,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (70).png,malignant (70).png,malignant,668,463,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (70)_mask.png,9f4ac638e8046bd99595b7efbdceaa8a,e0808e4d9d3fb1b3,615,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (71).png,malignant (71).png,malignant,528,592,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (71)_mask.png,61fec3e04ed4e912c5339ab4c8455241,a4f4ca8bb93d7430,616,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (72).png,malignant (72).png,malignant,528,598,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (72)_mask.png,d51507e0dd0d774a5ce8f0deda3b80c4,eba7959991786262,617,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (73).png,malignant (73).png,malignant,549,474,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (73)_mask.png,0a7e41e3f5397a91a17aeb688d14262d,99df62c0c6b3c18d,618,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (74).png,malignant (74).png,malignant,558,464,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (74)_mask.png,0f87948767b2b1598d7e84ef57bd684b,b5ca70e08793c3d3,619,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (75).png,malignant (75).png,malignant,441,412,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (75)_mask.png,e26325e08261ed9f732fd9f4ce2bac4a,a184d44e5e969abb,620,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (76).png,malignant (76).png,malignant,769,494,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (76)_mask.png,eecdf15959a1bcf5296b1cb632c1134a,d0c4c0c78f8dd9d9,621,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (77).png,malignant (77).png,malignant,801,587,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (77)_mask.png,c8048f6eb8d18907f289f7b59c92b7e7,c8e0a29f8f98e6e8,622,True,excluded,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (78).png,malignant (78).png,malignant,880,567,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (78)_mask.png,204864f356462e2b4687db28821178d5,8980a6bf98d9e4e9,623,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (79).png,malignant (79).png,malignant,564,468,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (79)_mask.png,3444f058e359a2ece68180e6f31077ab,bdd0c34b0eb4b478,624,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (8).png,malignant (8).png,malignant,426,473,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (8)_mask.png,b7c12e5838bf315d4fcca61469279d20,9984663b7961276e,636,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (80).png,malignant (80).png,malignant,643,443,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (80)_mask.png,367b20990755fbe0195e553032876b9f,81c060213d7f7f5d,626,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (81).png,malignant (81).png,malignant,764,452,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (81)_mask.png,7044333c1644ddfd11afb5056edf0532,94c460149e7bddce,627,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (82).png,malignant (82).png,malignant,569,459,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (82)_mask.png,1416c3994d0874cfb2e4165bc68ed89f,a3c3d54c7c38998b,628,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (83).png,malignant (83).png,malignant,654,616,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (83)_mask.png,8b1084d139f3699b7d0b56ce8dd718f1,a7dc98236754b8d1,629,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (84).png,malignant (84).png,malignant,649,612,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (84)_mask.png,64ad64463252f64c1e4a437ae446cb27,e59d13636c4cb9c1,630,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (85).png,malignant (85).png,malignant,733,485,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (85)_mask.png,c2da78cd3f6c73ea4dba42747eae5134,ac869b7161ae86bc,631,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (86).png,malignant (86).png,malignant,735,483,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (86)_mask.png,04af03aaf063ac24283b57ad96840a7d,a4c69b7865e68696,632,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (87).png,malignant (87).png,malignant,561,499,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (87)_mask.png,958c1784aea16cefa87e371881ef6ae6,cdc96b369591e868,633,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (88).png,malignant (88).png,malignant,775,591,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (88)_mask.png,04dbad7d85378c96fea625f6f588f3a4,b9a2ee9d886a7225,634,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (89).png,malignant (89).png,malignant,786,585,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (89)_mask.png,c02dac095cfb251bae2d3c9fc3f7e1ba,f981814e9f1763e8,635,False,trainval,4
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (9).png,malignant (9).png,malignant,430,480,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (9)_mask.png,20238c12389cf44196740f06e0578096,9984663b7961276e,636,False,trainval,0
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (90).png,malignant (90).png,malignant,783,587,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (90)_mask.png,005a0957ad413295edc770eb7a04def1,b6c909e66672928f,637,False,test,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (91).png,malignant (91).png,malignant,550,494,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (91)_mask.png,44fd6e1d1598271d43baf45c1fe3f5c3,e5959b8e80f29ac3,638,False,trainval,1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (92).png,malignant (92).png,malignant,617,581,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (92)_mask.png,9a0481eed3dad01c2c698df44814f2e5,a6d20ddd39a662b2,639,False,trainval,2
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (93).png,malignant (93).png,malignant,554,470,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (93)_mask.png,723a2711cd1940e04801470e45f2cea4,96e1b196da6c6991,640,True,excluded,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (94).png,malignant (94).png,malignant,564,452,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (94)_mask.png,949a09d93c91667605e7b87a74e462b3,dce1179ec84969d8,641,True,excluded,-1
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (95).png,malignant (95).png,malignant,781,486,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (95)_mask.png,051595bbed0f71f7f9ef4dd2b6f9b0dd,f58458f087fa53c4,642,False,trainval,3
/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (96).png,malignant (96).png,malignant,560,483,RGB,1,/kaggle/input/datasets/aryashah2k/breast-ultrasound-images-dataset/Dataset_BUSI_with_GT/malignant/malignant (96)_mask.png,61e4b1f18fce50cc52ef73b2d587ae68,e3835c7c81bbd0c5,644,False,test,-1
